task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
40	f4/8fc86e	e89e6910-4fa5-4838-aabc-9b8090660bbd	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (2)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:19.159	2024-10-16 15:09:19.064	2024-10-16 15:09:58.642	1m 39s	36.7s	harmon-queue	746.6%	5.7%	3.4 GB	36 GB	3.4 GB	36.1 GB	783.1 MB	316.7 MB	49758	10679	0	80 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/f4/8fc86eac2051ac9b7bbb66b2e887b5	-	-
37	e9/ddcacf	f91da7ed-cf29-42e0-a0ac-46cc0e8ca2ff	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (1)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:10.791	2024-10-16 15:09:18.952	2024-10-16 15:09:58.609	1m 48s	36.4s	harmon-queue	717.2%	5.7%	3.4 GB	36 GB	3.4 GB	36.1 GB	475.8 MB	8.2 MB	32666	353	0	56 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/e9/ddcacf61937d74b95f6222b1a51b8a	-	-
47	4c/06b96c	48ee1221-f852-4f0f-be73-b7b27ca1fe22	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (4)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:49.159	2024-10-16 15:09:28.651	2024-10-16 15:10:18.600	1m 29s	55.3s	harmon-queue	729.9%	0.9%	2.3 GB	37.4 GB	2.3 GB	37.5 GB	784.8 MB	318.4 MB	50067	10698	0	272 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/4c/06b96ca3ec2b02aeccbe771f597250	-	-
58	df/b4e935	6d027581-72c8-4b2e-9eda-47465de04317	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (8)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:09.099	2024-10-16 15:09:48.632	2024-10-16 15:10:28.630	1m 20s	37.8s	harmon-queue	752.0%	5.7%	3.4 GB	36 GB	3.4 GB	36.1 GB	820.2 MB	354.1 MB	51390	11665	0	56 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/df/b4e9356d47ee62d74e8e43ecb1981d	-	-
44	f7/ecb040	2523153c-202e-49b1-87c4-39c2f791aaf3	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (3)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:49.042	2024-10-16 15:09:28.616	2024-10-16 15:10:28.600	1m 40s	57.8s	harmon-queue	731.1%	1.3%	3.4 GB	37.4 GB	3.4 GB	37.4 GB	889.9 MB	424 MB	55060	14111	0	340 KB	21	2	-	s3://nao-harmon/test-dedup-cc2021/work/f7/ecb040855fca0081b070644828431e	-	-
56	f7/2ecb60	315f2478-1b4a-4b93-85f0-16898efb8bd6	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (7)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:59.184	2024-10-16 15:09:48.588	2024-10-16 15:10:38.619	1m 39s	44.8s	harmon-queue	717.7%	0.9%	2.3 GB	35.9 GB	2.3 GB	35.9 GB	495.7 MB	28.2 MB	33785	1021	0	80 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/f7/2ecb602f6fc3d0f109064405bb4325	-	-
50	e2/4809ba	71f39ac7-12cf-4b89-b789-659fed2391bf	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (5)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:59.141	2024-10-16 15:09:48.587	2024-10-16 15:10:38.603	1m 39s	45.4s	harmon-queue	767.4%	0.9%	2.3 GB	35.9 GB	2.3 GB	35.9 GB	1.1 GB	658.2 MB	70000	21460	0	80 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/e2/4809ba503605ba9ca6a5dca3477af8	-	-
54	64/855e0a	4a689a22-24e7-4e5f-91bf-39023b459c12	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (6)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:08:59.044	2024-10-16 15:09:48.551	2024-10-16 15:10:38.587	1m 40s	45.8s	harmon-queue	796.9%	5.7%	3.4 GB	36 GB	3.4 GB	36 GB	2.3 GB	1.9 GB	140552	64344	0	104 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/64/855e0a77aeed224c70902cea6447ad	-	-
65	6c/e40547	df3857fd-b3cb-4265-8a62-84d0a8be71a6	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (10)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.271	2024-10-16 15:10:08.544	2024-10-16 15:10:48.586	1m 29s	35.2s	harmon-queue	723.5%	3.7%	2.2 GB	36 GB	2.2 GB	36.1 GB	584.9 MB	117.7 MB	38943	3983	0	56 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/6c/e405476b68d1c6363dd0c01a544219	-	-
62	80/ec6378	71d9501b-c8e7-49ff-9406-8f79a0f25467	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (9)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.326	2024-10-16 15:10:08.545	2024-10-16 15:10:48.641	1m 29s	37.8s	harmon-queue	732.2%	5.7%	3.4 GB	36 GB	3.4 GB	36 GB	581.1 MB	114 MB	38507	3906	0	56 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/80/ec637864730f3b4e3eaa93a35c7b67	-	-
75	30/2451b9	75a8e3dc-2d2c-4286-aa82-fc2c2064d397	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (11)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:09:29.003	2024-10-16 15:10:48.648	2024-10-16 15:10:58.597	1m 30s	14.7s	harmon-queue	203.6%	1.2%	741.4 MB	4.1 GB	741.4 MB	11.9 GB	126 MB	3.6 MB	246044	13043	0	2.1 MB	10	0	-	s3://nao-harmon/test-dedup-cc2021/work/30/2451b90f13927eb8a2a38d188e57d5	-	-
74	70/aa0eca	2af1ba7f-a724-49a1-8ca7-dbf51620ec69	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (11)	COMPLETED	0	-	wave.seqera.io/wt/24c29a36e239/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-16 15:09:29.037	2024-10-16 15:10:48.649	2024-10-16 15:11:18.632	1m 50s	27.4s	harmon-queue	117.7%	0.0%	7.1 MB	18.6 MB	7.1 MB	18.6 MB	1.1 GB	944.1 MB	61413	105832	0	0	5894	26	-	s3://nao-harmon/test-dedup-cc2021/work/70/aa0ecaff4d717c3045dcc6c69f2139	-	-
67	da/8698d6	e3cf802a-968c-4a86-8a00-8efc70c7590d	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (1)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.334	2024-10-16 15:10:38.619	2024-10-16 15:11:18.586	1m 59s	36.7s	harmon-queue	706.3%	3.6%	8.6 GB	35.9 GB	8.6 GB	35.9 GB	257.4 MB	3.3 KB	18843	85	0	128 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/da/8698d6f8b4407b0e4a0300161286d1	-	-
68	56/714a45	8e778424-30ab-4b62-afc4-879b0aaa7293	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (2)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.400	2024-10-16 15:10:38.620	2024-10-16 15:11:18.601	1m 59s	37s	harmon-queue	695.5%	10.5%	6.2 GB	36 GB	6.2 GB	36 GB	257.4 MB	3.2 KB	18842	85	0	80 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/56/714a4549dc593da143a88ec9098bd0	-	-
71	e6/73fb50	9caca2ce-285c-41e2-b204-e302290e0555	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (5)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.615	2024-10-16 15:10:48.645	2024-10-16 15:11:18.616	1m 59s	29s	harmon-queue	726.0%	10.4%	6.1 GB	36 GB	6.1 GB	36 GB	257.4 MB	3.2 KB	18838	85	0	56 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/e6/73fb503284a50d3c3a2c3222259acd	-	-
70	40/950bce	f5d90501-fec1-43bc-8a2a-a3b003f78cac	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (4)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.483	2024-10-16 15:10:48.644	2024-10-16 15:11:28.602	2m 9s	37.7s	harmon-queue	704.5%	2.6%	6.2 GB	35.9 GB	6.2 GB	35.9 GB	257.4 MB	3.3 KB	18837	85	0	80 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/40/950bce0abe2793b398729bed7133c7	-	-
69	16/57850e	2228ef0f-2763-4b56-ae83-8346fd7cb8c0	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (3)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.459	2024-10-16 15:10:48.643	2024-10-16 15:11:28.588	2m 9s	36.7s	harmon-queue	708.8%	4.0%	9.6 GB	35.9 GB	9.6 GB	35.9 GB	257.4 MB	3 KB	18840	85	0	56 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/16/57850e450710dd36924fefe8370e15	-	-
72	d4/6bdfba	128ee852-03e6-490f-81b5-fab36d4320ea	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (6)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:19.604	2024-10-16 15:10:48.644	2024-10-16 15:11:38.594	2m 19s	37.4s	harmon-queue	717.1%	2.6%	6.2 GB	35.9 GB	6.2 GB	35.9 GB	257.4 MB	3 KB	18833	85	0	56 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/d4/6bdfba78e9c956e08fc1601611a7ef	-	-
78	76/07892e	55991f27-5289-427d-8122-ca9dde69a8a4	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (9)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:39.073	2024-10-16 15:10:48.650	2024-10-16 15:11:38.639	2m	44s	harmon-queue	717.8%	3.8%	9.5 GB	37.4 GB	9.5 GB	37.4 GB	257.4 MB	3 KB	18850	85	0	80 KB	23	2	-	s3://nao-harmon/test-dedup-cc2021/work/76/07892eac69a9b27f7bc8f3d3f74062	-	-
31	a5/e8c9c8	75f058fb-8bd6-477b-95ce-9e8634865075	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (18)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:06:44.506	2024-10-16 15:08:38.584	2024-10-16 15:11:48.644	5m 4s	2m 54s	harmon-queue	193.7%	1.1%	669.3 MB	4 GB	669.3 MB	11.9 GB	3.2 GB	3.4 MB	6631878	12731	0	2.5 MB	10	1	-	s3://nao-harmon/test-dedup-cc2021/work/a5/e8c9c84feb3105cfcf036b59e49a98	-	-
73	82/857348	4144d6be-b031-4f0f-abd1-cf18a29a6c80	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (11)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:28.999	2024-10-16 15:10:48.646	2024-10-16 15:11:48.666	2m 20s	55.3s	harmon-queue	795.1%	1.3%	3.4 GB	37.4 GB	3.4 GB	37.4 GB	2 GB	1.6 GB	124805	53896	0	108 KB	28	2	-	s3://nao-harmon/test-dedup-cc2021/work/82/857348ccf2013c831beb66a00d1a6c	-	-
77	c4/001c3a	e7eb0518-1564-49f6-972f-d963637bb21d	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (8)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:38.999	2024-10-16 15:11:18.632	2024-10-16 15:11:48.681	2m 10s	30s	harmon-queue	714.2%	10.3%	6.1 GB	36 GB	6.1 GB	36.1 GB	257.4 MB	3 KB	18844	85	0	56 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/c4/001c3aad18c78667a5d6258d1de220	-	-
79	a1/c5a74e	257fa854-2ecf-4ae9-9188-0119fc6c084b	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (10)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:48.949	2024-10-16 15:11:18.634	2024-10-16 15:11:48.695	2m	30.3s	harmon-queue	770.4%	10.3%	6.1 GB	36 GB	6.1 GB	36.1 GB	998 MB	750.1 MB	58924	25255	0	56 KB	21	1	-	s3://nao-harmon/test-dedup-cc2021/work/a1/c5a74e0cbb52538d3b32aacae78c3c	-	-
29	e6/8afa24	a7ccab1e-bb56-47d8-8973-067f11eb33ac	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (13)	COMPLETED	0	-	wave.seqera.io/wt/0580c01a70d7/staphb/fastp:0.23.4	16	-	-	32 GB	1	2024-10-16 15:06:44.503	2024-10-16 15:08:38.583	2024-10-16 15:11:58.602	5m 14s	3m 5s	harmon-queue	1745.2%	2.0%	1.2 GB	2.3 GB	1.2 GB	2.3 GB	3.6 GB	3.4 GB	1066	8102	0	0	261	12	-	s3://nao-harmon/test-dedup-cc2021/work/e6/8afa241c98ab7dc222dd4ca150b36a	-	-
30	78/45889d	0d753e49-0d15-4971-b17b-b1c11fb5e670	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (17)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:06:44.494	2024-10-16 15:08:38.582	2024-10-16 15:11:58.586	5m 14s	3m 15s	harmon-queue	192.1%	0.9%	526.5 MB	3.9 GB	531 MB	11.9 GB	3.4 GB	3.4 MB	7221296	12776	0	2.7 MB	10	0	-	s3://nao-harmon/test-dedup-cc2021/work/78/45889dea3ee42be4958f8e879f25ba	-	-
27	0e/bb5653	d4fc548a-767b-4f63-9c7c-2d5f05c5e959	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (12)	COMPLETED	0	-	wave.seqera.io/wt/0580c01a70d7/staphb/fastp:0.23.4	16	-	-	32 GB	1	2024-10-16 15:06:44.575	2024-10-16 15:08:38.588	2024-10-16 15:12:08.688	5m 24s	3m 22s	harmon-queue	1756.0%	2.1%	1.2 GB	2.3 GB	1.2 GB	2.3 GB	3.9 GB	3.8 GB	1149	8860	0	0	281	14	-	s3://nao-harmon/test-dedup-cc2021/work/0e/bb5653a3a19d21ecad8c84124ff58a	-	-
23	e8/0baaee	e46d87c6-f236-42fd-9fb3-268cca0638d2	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (13)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:06:44.662	2024-10-16 15:08:38.591	2024-10-16 15:12:08.717	5m 24s	3m 21s	harmon-queue	195.1%	0.8%	509.7 MB	4 GB	510.6 MB	11.9 GB	3.5 GB	3.5 MB	7386898	12802	0	2.8 MB	11	1	-	s3://nao-harmon/test-dedup-cc2021/work/e8/0baaee2f044c211671a47a651d57ea	-	-
80	70/2fa662	e55bde83-b102-4ef8-b55c-02b6a8e0ebf7	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (1)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:00.313	2024-10-16 15:11:58.603	2024-10-16 15:12:08.742	2m 8s	2.4s	harmon-queue	120.7%	0.0%	68 MB	322.7 MB	68 MB	513.5 MB	3.3 MB	1.4 MB	639	122	0	0	183	7	-	s3://nao-harmon/test-dedup-cc2021/work/70/2fa6626f558a282df68b276cb78f3c	-	-
32	be/7dd991	62d82124-7e91-4d58-ad92-a283d5f57998	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (14)	COMPLETED	0	-	wave.seqera.io/wt/0580c01a70d7/staphb/fastp:0.23.4	16	-	-	32 GB	1	2024-10-16 15:06:44.525	2024-10-16 15:08:38.585	2024-10-16 15:12:08.644	5m 24s	3m 16s	harmon-queue	1772.0%	0.5%	1.2 GB	2.3 GB	1.2 GB	2.3 GB	3.3 GB	3.2 GB	1011	7618	0	0	305	11	-	s3://nao-harmon/test-dedup-cc2021/work/be/7dd99136263281e3f2c3b76092f397	-	-
81	bf/aa7dd9	556feea5-65a6-4828-a742-0589ff20e250	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (2)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:00.323	2024-10-16 15:11:58.604	2024-10-16 15:12:08.833	2m 9s	7.5s	harmon-queue	126.2%	0.0%	76.5 MB	329.7 MB	78.4 MB	513.6 MB	14.8 MB	12.8 MB	781	148	0	0	310	23	-	s3://nao-harmon/test-dedup-cc2021/work/bf/aa7dd9a6aeebf6f1d3c9733e91743a	-	-
82	53/a89d6d	a0a255ee-c492-40da-805b-e131b9d28e60	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (3)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:19.031	2024-10-16 15:11:58.605	2024-10-16 15:12:08.849	1m 50s	3s	harmon-queue	161.9%	0.0%	70.1 MB	325 MB	71.1 MB	513.6 MB	6.8 MB	4.9 MB	681	130	0	0	267	8	-	s3://nao-harmon/test-dedup-cc2021/work/53/a89d6d701e359b0060d049259caf2b	-	-
86	d3/5d8427	28b7c556-8fca-4cec-843b-7d0fc60e15cf	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (7)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:38.987	2024-10-16 15:11:58.607	2024-10-16 15:12:08.888	1m 30s	11.3s	harmon-queue	221.2%	0.1%	121.6 MB	794.2 MB	121.6 MB	837.1 MB	50.3 MB	48.1 MB	1268	264	0	0	855	59	-	s3://nao-harmon/test-dedup-cc2021/work/d3/5d8427fa25b88c00042c98099c4df6	-	-
85	b7/cfdb76	53b85348-06cf-4fff-819e-a6e230fcd3ce	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (6)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:38.995	2024-10-16 15:11:58.607	2024-10-16 15:12:08.906	1m 30s	2.4s	harmon-queue	116.1%	0.0%	67.8 MB	322.4 MB	67.8 MB	513.5 MB	3.1 MB	1.2 MB	634	120	0	0	179	7	-	s3://nao-harmon/test-dedup-cc2021/work/b7/cfdb767bfd319c67e1f95cac2d86fd	-	-
83	ab/8eea34	411469f7-ae4c-482d-8f2c-80b3034971ca	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (4)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:29.035	2024-10-16 15:11:58.606	2024-10-16 15:12:18.724	1m 50s	13.2s	harmon-queue	116.2%	0.0%	86 MB	336.7 MB	86.1 MB	513.7 MB	25 MB	22.9 MB	928	183	0	0	382	44	-	s3://nao-harmon/test-dedup-cc2021/work/ab/8eea34c8b84cd0f3e56a1115b33fe1	-	-
25	3e/8156d1	56462980-e8ef-4057-b1a6-74d72346abe4	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (14)	COMPLETED	0	-	wave.seqera.io/wt/176c74154d3b/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-16 15:06:44.745	2024-10-16 15:08:38.594	2024-10-16 15:12:18.689	5m 34s	3m 33s	harmon-queue	197.2%	0.3%	684.7 MB	4.1 GB	687.1 MB	11.9 GB	3.3 GB	3.5 MB	6929151	12806	0	3.3 MB	10	1	-	s3://nao-harmon/test-dedup-cc2021/work/3e/8156d1cae1e12deb2efa1ccc6c41a2	-	-
76	bc/c89a97	c7ef89fe-1acc-4c97-94d4-ecdb1f9d70ef	RUN:PROFILE:BBDUK	-	RUN:PROFILE:BBDUK (7)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:09:39.025	2024-10-16 15:11:48.682	2024-10-16 15:12:18.706	2m 40s	30.9s	harmon-queue	716.0%	10.2%	6 GB	36 GB	6 GB	36.1 GB	257.4 MB	3 KB	18847	85	0	124 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/bc/c89a979983ea28dda71bfe1ec1a2c4	-	-
94	0f/8491af	3b0cbb47-a5c7-4bcf-9a10-1dc5820a4092	RUN:PROFILE:TAXONOMY_RIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_RIBO:BBMERGE (2)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:11:19.007	2024-10-16 15:12:18.778	2024-10-16 15:12:18.791	59.8s	373ms	harmon-queue	96.3%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	4.7 MB	2.5 KB	2514	83	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/0f/8491afa47131222f978bd370707284	-	-
93	14/c67198	8a2be68a-d689-48fb-bd4e-f8d7fd560213	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE (2)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:11:18.948	2024-10-16 15:12:18.727	2024-10-16 15:12:18.777	59.8s	323ms	harmon-queue	100.8%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	4.6 MB	1.8 KB	2481	80	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/14/c671985aeefb0d992b8b902cd46e29	-	-
91	0f/05a61d	0447d662-0751-4919-8f35-eec476e58be9	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE (1)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:11:19.013	2024-10-16 15:12:18.793	2024-10-16 15:12:18.843	59.8s	328ms	harmon-queue	97.2%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	4.6 MB	1.7 KB	2482	80	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/0f/05a61db245dfb56dee421210317652	-	-
96	86/7ccf6b	212598a4-1e88-47be-8dd5-bb549b2a58c1	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_NORIBO:BBMERGE (3)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:11:19.069	2024-10-16 15:12:18.851	2024-10-16 15:12:18.867	59.8s	311ms	harmon-queue	108.2%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	4.6 MB	1.8 KB	2472	80	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/86/7ccf6b47049d434f7ac9ac5f5b34b7	-	-
98	b4/08fba5	e1a4de27-cf7c-4ca0-ab25-5d064dce23a4	RUN:PROFILE:TAXONOMY_RIBO:BBMERGE	-	RUN:PROFILE:TAXONOMY_RIBO:BBMERGE (4)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:11:28.950	2024-10-16 15:12:18.868	2024-10-16 15:12:28.706	59.8s	391ms	harmon-queue	95.8%	0.0%	3 MB	3.9 MB	3 MB	3.9 MB	4.7 MB	2.5 KB	2517	83	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/b4/08fba5934d5eb6dbe6875f893e823f	-	-
87	47/d242e9	d0f4049d-570c-414b-9994-ce65921dcc35	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (8)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:39.221	2024-10-16 15:12:18.725	2024-10-16 15:12:28.643	1m 49s	8.9s	harmon-queue	123.1%	0.0%	78.7 MB	331.9 MB	81.1 MB	513.6 MB	17.8 MB	15.8 MB	820	156	0	0	331	25	-	s3://nao-harmon/test-dedup-cc2021/work/47/d242e9cba33fd3dc0bbd494ff42940	-	-
84	c7/fd25fd	6d264548-d192-466b-a9de-ab34772efb96	RUN:HV:CUTADAPT	-	RUN:HV:CUTADAPT (5)	COMPLETED	0	-	wave.seqera.io/wt/deb0ba072aeb/pipecraft/cutadapt:0	16	-	-	32 GB	1	2024-10-16 15:10:29.099	2024-10-16 15:12:18.724	2024-10-16 15:12:28.627	2m	4.7s	harmon-queue	141.5%	0.0%	72.8 MB	326.6 MB	74 MB	513.6 MB	10.1 MB	8.2 MB	723	138	0	0	285	12	-	s3://nao-harmon/test-dedup-cc2021/work/c7/fd25fd74ebf0d2c956bd38acbabff1	-	-
